lane_id	source_center	destination_center	route_type	segment_count	trip_count	delayed_segment_count	sla_breach_count	delay_frequency_pct	sla_breach_rate_pct	avg_delay_minutes	avg_delay_ratio	delay_frequency_rank
IND362220AAA -> IND362225AAA | Carting	IND362220AAA	IND362225AAA	Carting	18	6	17	6	94.44	33.33	8.17	2	1386
IND504208AAB -> IND505001AAB | FTL	IND504208AAB	IND505001AAB	FTL	18	6	17	5	94.44	27.78	24.78	2.03	1387
IND305901AAA -> IND342602AAC | FTL	IND305901AAA	IND342602AAC	FTL	18	6	17	4	94.44	22.22	17.67	1.95	1388
IND473226AAA -> IND473001AAA | FTL	IND473226AAA	IND473001AAA	FTL	18	10	17	4	94.44	22.22	14.61	1.94	1389
IND312403AAA -> IND312001AAA | FTL	IND312403AAA	IND312001AAA	FTL	27	9	17	6	62.96	22.22	12.33	1.51	1390
IND141115AAA -> IND000000ACA | FTL	IND141115AAA	IND000000ACA	FTL	19	14	17	4	89.47	21.05	10.95	2.13	1391
IND501101AAB -> IND509216AAC | Carting	IND501101AAB	IND509216AAC	Carting	25	5	17	5	68.00	20.00	4.72	1.46	1392
IND678683AAA -> IND000000ABD | FTL	IND678683AAA	IND000000ABD	FTL	26	13	17	5	65.38	19.23	5.27	1.72	1393
IND465001AAA -> IND462022AAA | FTL	IND465001AAA	IND462022AAA	FTL	24	4	17	4	70.83	16.67	16	1.69	1394
IND303901AAA -> IND304001AAA | Carting	IND303901AAA	IND304001AAA	Carting	18	3	17	3	94.44	16.67	5.17	1.76	1395
IND711303AAA -> IND721134AAB | Carting	IND711303AAA	IND721134AAB	Carting	34	17	17	5	50.00	14.71	3.79	1.32	1396
IND209721AAB -> IND209625AAA | FTL	IND209721AAB	IND209625AAA	FTL	19	10	17	2	89.47	10.53	7.05	1.48	1397
IND571213AAA -> IND571114AAA | FTL	IND571213AAA	IND571114AAA	FTL	20	8	17	2	85.00	10.00	16.25	2.49	1398
IND621211AAA -> IND621010AAA | FTL	IND621211AAA	IND621010AAA	FTL	18	15	17	1	94.44	5.56	10.5	1.6	1399
IND383001AAA -> IND383315AAC | FTL	IND383001AAA	IND383315AAC	FTL	26	13	17	1	65.38	3.85	4.81	1.21	1400
IND623407AAA -> IND623315AAB | Carting	IND623407AAA	IND623315AAB	Carting	30	15	17	1	56.67	3.33	1.37	1.11	1401
IND457001AAA -> IND457226AAA | FTL	IND457001AAA	IND457226AAA	FTL	32	16	17	1	53.13	3.13	4.31	1.17	1402
IND695572AAB -> IND695541AAA | Carting	IND695572AAB	IND695541AAA	Carting	26	13	17	0	65.38	0.00	2.62	1.22	1403
IND303338AAB -> IND303603AAB | Carting	IND303338AAB	IND303603AAB	Carting	24	6	17	0	70.83	0.00	1.83	1.04	1404
IND844505AAB -> IND842001AAA | FTL	IND844505AAB	IND842001AAA	FTL	16	14	16	16	100.00	100.00	492.38	10.98	1405
IND788026AAC -> IND788151AAA | FTL	IND788026AAC	IND788151AAA	FTL	16	13	16	16	100.00	100.00	32.44	4.24	1406
IND175018AAA -> IND175001AAA | FTL	IND175018AAA	IND175001AAA	FTL	16	16	16	16	100.00	100.00	31.88	3.07	1407
IND134102AAA -> IND174103AAA | FTL	IND134102AAA	IND174103AAA	FTL	16	16	16	16	100.00	100.00	27.31	2.92	1408
IND533106AAA -> IND533308AAB | FTL	IND533106AAA	IND533308AAB	FTL	17	14	16	15	94.12	88.24	62.71	3.64	1409
IND509324AAA -> IND508248AAB | FTL	IND509324AAA	IND508248AAB	FTL	16	8	16	13	100.00	81.25	20.81	2.31	1410
IND202001AAC -> IND204215AAA | Carting	IND202001AAC	IND204215AAA	Carting	16	4	16	13	100.00	81.25	11.19	2.89	1411
IND784168AAB -> IND784176AAA | FTL	IND784168AAB	IND784176AAA	FTL	17	6	16	13	94.12	76.47	21.53	2.82	1412
IND416404AAA -> IND416012AAA | FTL	IND416404AAA	IND416012AAA	FTL	16	6	16	11	100.00	68.75	115.69	3.09	1413
IND391110AAD -> IND390020AAA | Carting	IND391110AAD	IND390020AAA	Carting	16	4	16	11	100.00	68.75	19.5	3.47	1414
IND530026AAA -> IND531036AAA | Carting	IND530026AAA	IND531036AAA	Carting	16	4	16	10	100.00	62.50	12.81	2.29	1415
IND786171AAA -> IND786181AAC | Carting	IND786171AAA	IND786181AAC	Carting	16	11	16	10	100.00	62.50	8.12	2.92	1416
IND781005AAA -> IND781018AAB | Carting	IND781005AAA	IND781018AAB	Carting	18	10	16	11	88.89	61.11	13.89	2.6	1417
IND476111AAA -> IND477001AAA | FTL	IND476111AAA	IND477001AAA	FTL	17	6	16	10	94.12	58.82	16.18	2	1418
IND201306AAA -> IND201301AAF | Carting	IND201306AAA	IND201301AAF	Carting	16	8	16	9	100.00	56.25	18.5	2.42	1419
IND110043AAA -> IND000000ACB | Carting	IND110043AAA	IND000000ACB	Carting	19	5	16	10	84.21	52.63	38.05	4.42	1420
IND244713AAA -> IND263401AAA | FTL	IND244713AAA	IND263401AAA	FTL	16	16	16	8	100.00	50.00	24.75	2.11	1421
IND791125AAB -> IND791102AAA | FTL	IND791125AAB	IND791102AAA	FTL	16	4	16	7	100.00	43.75	20.31	2.03	1422
IND751015AAA -> IND752056AAA | Carting	IND751015AAA	IND752056AAA	Carting	18	6	16	7	88.89	38.89	7.22	2.17	1423
IND560085AAA -> IND562132AAA | Carting	IND560085AAA	IND562132AAA	Carting	21	7	16	8	76.19	38.10	11.48	1.89	1424
IND516227AAA -> IND515004AAA | FTL	IND516227AAA	IND515004AAA	FTL	16	2	16	6	100.00	37.50	21.25	2.14	1425
IND609110AAA -> IND609602AAA | FTL	IND609110AAA	IND609602AAA	FTL	16	8	16	6	100.00	37.50	13.69	1.99	1426
IND176061AAA -> IND160002AAC | FTL	IND176061AAA	IND160002AAC	FTL	18	2	16	6	88.89	33.33	60.89	2.25	1427
IND571301AAA -> IND571111AAB | FTL	IND571301AAA	IND571111AAB	FTL	16	8	16	5	100.00	31.25	12.12	2.12	1428
IND624619AAA -> IND624601AAA | FTL	IND624619AAA	IND624601AAA	FTL	17	10	16	5	94.12	29.41	4.35	1.89	1429
IND384170AAA -> IND384265AAB | FTL	IND384170AAA	IND384265AAB	FTL	17	12	16	4	94.12	23.53	6.18	2	1430
IND422011AAD -> IND422103AAC | Carting	IND422011AAD	IND422103AAC	Carting	31	11	16	7	51.61	22.58	6.26	1.82	1431
IND781018AAB -> IND781354AAA | FTL	IND781018AAB	IND781354AAA	FTL	16	8	16	3	100.00	18.75	20.94	1.76	1432
IND423106AAA -> IND423105AAA | FTL	IND423106AAA	IND423105AAA	FTL	16	8	16	3	100.00	18.75	14.62	1.77	1433
IND303702AAB -> IND332001AAB | FTL	IND303702AAB	IND332001AAB	FTL	16	4	16	3	100.00	18.75	9.62	1.63	1434
IND591304AAA -> IND586101AAB | FTL	IND591304AAA	IND586101AAB	FTL	16	4	16	3	100.00	18.75	7.88	2.1	1435
IND606803AAA -> IND606801AAB | FTL	IND606803AAA	IND606801AAB	FTL	16	13	16	3	100.00	18.75	7.12	1.91	1436
IND431203AAA -> IND431136AAC | Carting	IND431203AAA	IND431136AAC	Carting	16	2	16	3	100.00	18.75	5.19	1.84	1437
IND637408AAA -> IND637001AAA | FTL	IND637408AAA	IND637001AAA	FTL	19	10	16	3	84.21	15.79	10.74	2.15	1438
IND302014AAB -> IND303301AAB | Carting	IND302014AAB	IND303301AAB	Carting	26	10	16	4	61.54	15.38	3.42	1.39	1439
IND560099AAB -> IND683511AAB | FTL	IND560099AAB	IND683511AAB	FTL	16	1	16	2	100.00	12.50	16.19	1.61	1440
IND515134AAA -> IND515591AAA | FTL	IND515134AAA	IND515591AAA	FTL	16	8	16	2	100.00	12.50	14.62	1.66	1441
IND203135AAA -> IND203390AAA | FTL	IND203135AAA	IND203390AAA	FTL	16	4	16	2	100.00	12.50	12.75	1.68	1442
IND508252AAB -> IND508207AAB | FTL	IND508252AAB	IND508207AAB	FTL	24	6	16	3	66.67	12.50	5.75	1.32	1443
IND147101AAA -> IND147105AAA | FTL	IND147101AAA	IND147105AAA	FTL	16	9	16	1	100.00	6.25	5.06	1.52	1444
IND141109AAA -> IND000000ACA | FTL	IND141109AAA	IND000000ACA	FTL	36	18	16	2	44.44	5.56	6.47	1.09	1445
IND614602AAA -> IND614804AAA | FTL	IND614602AAA	IND614804AAA	FTL	16	16	16	0	100.00	0.00	12.81	1.54	1446
IND585307AAB -> IND585222AAA | Carting	IND585307AAB	IND585222AAA	Carting	16	4	16	0	100.00	0.00	3.81	1.45	1447
IND395001AAA -> IND395023AAD | Carting	IND395001AAA	IND395023AAD	Carting	15	14	15	15	100.00	100.00	113.27	10.2	1448
IND174001AAA -> IND175018AAA | FTL	IND174001AAA	IND175018AAA	FTL	15	15	15	15	100.00	100.00	44.47	2.67	1449
IND462022AAA -> IND461001AAA | FTL	IND462022AAA	IND461001AAA	FTL	15	5	15	14	100.00	93.33	31.47	2.87	1450
IND854105AAB -> IND853204AAA | FTL	IND854105AAB	IND853204AAA	FTL	15	5	15	13	100.00	86.67	33.87	3.01	1451
IND686507AAA -> IND686513AAA | Carting	IND686507AAA	IND686513AAA	Carting	15	15	15	13	100.00	86.67	11.53	2.34	1452
IND712311AAA -> IND712410AAC | FTL	IND712311AAA	IND712410AAC	FTL	15	9	15	12	100.00	80.00	81.87	5.56	1453
IND242221AAA -> IND207247AAB | FTL	IND242221AAA	IND207247AAB	FTL	15	5	15	11	100.00	73.33	53.93	2.59	1454
IND209304AAA -> IND209101AAA | FTL	IND209304AAA	IND209101AAA	FTL	17	16	15	12	88.24	70.59	42.94	3.24	1455
IND784001AAA -> IND791111AAC | FTL	IND784001AAA	IND791111AAC	FTL	15	3	15	10	100.00	66.67	32.93	2.37	1456
IND521001AAA -> IND521225AAB | FTL	IND521001AAA	IND521225AAB	FTL	15	5	15	10	100.00	66.67	22.27	2.24	1457
IND600016AAA -> IND600119AAA | Carting	IND600016AAA	IND600119AAA	Carting	16	8	15	10	93.75	62.50	18.62	2.44	1458
IND263645AAA -> IND263601AAA | FTL	IND263645AAA	IND263601AAA	FTL	15	12	15	9	100.00	60.00	45.53	3.11	1459
IND248122AAB -> IND248001AAA | FTL	IND248122AAB	IND248001AAA	FTL	15	15	15	9	100.00	60.00	39.8	2.16	1460
IND586101AAB -> IND416404AAA | FTL	IND586101AAB	IND416404AAA	FTL	15	5	15	8	100.00	53.33	16.4	2.13	1461
IND741165AAB -> IND742121AAB | Carting	IND741165AAB	IND742121AAB	Carting	30	15	15	15	50.00	50.00	18.13	2.28	1462
IND570020AAA -> IND571301AAA | FTL	IND570020AAA	IND571301AAA	FTL	16	9	15	7	93.75	43.75	23.94	4.62	1463
IND826004AAA -> IND815301AAA | FTL	IND826004AAA	IND815301AAA	FTL	15	5	15	6	100.00	40.00	19.07	2.33	1464
IND110037AAM -> IND201301AAF | Carting	IND110037AAM	IND201301AAF	Carting	15	5	15	6	100.00	40.00	14.33	2.15	1465
IND244901AAB -> IND244921AAB | Carting	IND244901AAB	IND244921AAB	Carting	15	5	15	6	100.00	40.00	13.2	2.89	1466
IND736146AAA -> IND736135AAA | FTL	IND736146AAA	IND736135AAA	FTL	16	8	15	6	93.75	37.50	19.62	1.77	1467
IND321001AAA -> IND301001AAB | FTL	IND321001AAA	IND301001AAB	FTL	15	3	15	5	100.00	33.33	93.87	2.81	1468
IND403726AAA -> IND416510AAA | FTL	IND403726AAA	IND416510AAA	FTL	15	4	15	5	100.00	33.33	28.13	2.09	1469
IND273014AAB -> IND273304AAA | Carting	IND273014AAB	IND273304AAA	Carting	18	2	15	6	83.33	33.33	8.44	1.91	1470
IND370001AAA -> IND370615AAB | FTL	IND370001AAA	IND370615AAB	FTL	16	8	15	5	93.75	31.25	16.81	1.69	1471
IND733128AAA -> IND733134AAA | Carting	IND733128AAA	IND733134AAA	Carting	15	5	15	4	100.00	26.67	6.4	1.98	1472
IND563131AAB -> IND560300AAA | Carting	IND563131AAB	IND560300AAA	Carting	20	3	15	5	75.00	25.00	9.05	1.75	1473
IND302014AAB -> IND303303AAA | Carting	IND302014AAB	IND303303AAA	Carting	18	3	15	4	83.33	22.22	11.67	1.96	1474
IND636102AAA -> IND605601AAA | FTL	IND636102AAA	IND605601AAA	FTL	25	5	15	4	60.00	16.00	6.36	1.25	1475
IND781022AAA -> IND781018AAB | Carting	IND781022AAA	IND781018AAB	Carting	24	12	15	3	62.50	12.50	10.21	2.94	1476
IND281401AAA -> IND321022AAA | Carting	IND281401AAA	IND321022AAA	Carting	25	9	15	3	60.00	12.00	3.52	1.36	1477
IND641062AAD -> IND641607AAA | FTL	IND641062AAD	IND641607AAA	FTL	20	12	15	2	75.00	10.00	12.55	1.47	1478
IND328001AAA -> IND474003AAA | FTL	IND328001AAA	IND474003AAA	FTL	18	6	15	1	83.33	5.56	11.28	1.48	1479
IND246444AAB -> IND246424AAA | FTL	IND246444AAB	IND246424AAA	FTL	15	15	15	0	100.00	0.00	16.93	1.41	1480
IND211002AAB -> IND211013AAA | Carting	IND211002AAB	IND211013AAA	Carting	14	7	14	14	100.00	100.00	31.79	5.38	1481
IND431515AAA -> IND431517AAB | FTL	IND431515AAA	IND431517AAB	FTL	14	14	14	14	100.00	100.00	30.64	3.02	1482
IND802101AAA -> IND802119AAA | FTL	IND802101AAA	IND802119AAA	FTL	14	14	14	14	100.00	100.00	25.36	2.95	1483
IND110014AAA -> IND110024AAA | Carting	IND110014AAA	IND110024AAA	Carting	14	11	14	14	100.00	100.00	17.57	3.06	1484
IND781124AAA -> IND781018AAB | Carting	IND781124AAA	IND781018AAB	Carting	14	6	14	13	100.00	92.86	54.5	4.29	1485
IND231217AAA -> IND231225AAB | FTL	IND231217AAA	IND231225AAB	FTL	14	7	14	13	100.00	92.86	18.07	2.8	1486
IND600056AAA -> IND602105AAB | Carting	IND600056AAA	IND602105AAB	Carting	14	7	14	12	100.00	85.71	12.5	3.11	1487
IND501401AAC -> IND500010AAA | Carting	IND501401AAC	IND500010AAA	Carting	15	14	14	12	93.33	80.00	84.8	7.56	1488
IND530012AAA -> IND764020AAC | Carting	IND530012AAA	IND764020AAC	Carting	15	1	14	12	93.33	80.00	34.27	4.87	1489
IND531036AAA -> IND530012AAA | Carting	IND531036AAA	IND530012AAA	Carting	14	4	14	11	100.00	78.57	14.29	2.48	1490
IND462011AAA -> IND462022AAA | Carting	IND462011AAA	IND462022AAA	Carting	15	11	14	11	93.33	73.33	12.8	2.72	1491
IND205001AAB -> IND205135AAA | FTL	IND205001AAB	IND205135AAA	FTL	14	7	14	10	100.00	71.43	58.5	4.38	1492
IND431122AAA -> IND431127AAA | FTL	IND431122AAA	IND431127AAA	FTL	14	7	14	10	100.00	71.43	11.71	2.22	1493
IND458664AAA -> IND312403AAA | FTL	IND458664AAA	IND312403AAA	FTL	14	7	14	9	100.00	64.29	43.5	3.08	1494
IND302004AAA -> IND302014AAB | Carting	IND302004AAA	IND302014AAB	Carting	15	8	14	8	93.33	53.33	21.47	3.06	1495
IND207302AAA -> IND202001AAB | Carting	IND207302AAA	IND202001AAB	Carting	21	6	14	11	66.67	52.38	50.57	2.72	1496
IND263153AAB -> IND263139AAA | FTL	IND263153AAB	IND263139AAA	FTL	14	7	14	7	100.00	50.00	28.14	2.73	1497
IND802301AAA -> IND804401AAA | FTL	IND802301AAA	IND804401AAA	FTL	20	10	14	10	70.00	50.00	25.3	2.45	1498
IND842001AAA -> IND845401AAA | FTL	IND842001AAA	IND845401AAA	FTL	16	4	14	8	87.50	50.00	17.06	2.26	1499
IND285205AAB -> IND210431AAA | FTL	IND285205AAB	IND210431AAA	FTL	15	5	14	7	93.33	46.67	33.6	2.22	1500
IND821307AAA -> IND824101AAA | FTL	IND821307AAA	IND824101AAA	FTL	15	8	14	7	93.33	46.67	9.67	2.09	1501
IND431131AAB -> IND431603AAA | Carting	IND431131AAB	IND431603AAA	Carting	14	1	14	6	100.00	42.86	54.93	6.39	1502
IND125001AAA -> IND125047AAB | FTL	IND125001AAA	IND125047AAB	FTL	14	7	14	6	100.00	42.86	18.64	2.18	1503
IND842003AAB -> IND480661AAA | FTL	IND842003AAB	IND480661AAA	FTL	14	2	14	6	100.00	42.86	14.93	2.09	1504
IND250002AAA -> IND131028AAB | FTL	IND250002AAA	IND131028AAB	FTL	14	5	14	5	100.00	35.71	34.79	2.53	1505
IND160002AAC -> IND147001AAD | FTL	IND160002AAC	IND147001AAD	FTL	14	7	14	5	100.00	35.71	17.93	2.06	1506
IND676306AAA -> IND676509AAA | Carting	IND676306AAA	IND676509AAA	Carting	14	7	14	5	100.00	35.71	6.79	2.83	1507
IND473443AAA -> IND470113AAA | FTL	IND473443AAA	IND470113AAA	FTL	14	7	14	4	100.00	28.57	24.86	1.81	1508
IND824101AAA -> IND821115AAB | FTL	IND824101AAA	IND821115AAB	FTL	14	7	14	4	100.00	28.57	19.5	2.23	1509
IND641006AAD -> IND641062AAD | Carting	IND641006AAD	IND641062AAD	Carting	15	5	14	4	93.33	26.67	34.4	9.85	1510
IND533262AAA -> IND533106AAA | FTL	IND533262AAA	IND533106AAA	FTL	14	7	14	3	100.00	21.43	18.93	1.9	1511
IND624202AAA -> IND625218AAA | FTL	IND624202AAA	IND625218AAA	FTL	14	11	14	3	100.00	21.43	9.29	2.35	1512
IND395023AAD -> IND396445AAA | Carting	IND395023AAD	IND396445AAA	Carting	14	7	14	3	100.00	21.43	8.79	2.17	1513
IND423105AAA -> IND423301AAB | FTL	IND423105AAA	IND423301AAB	FTL	14	7	14	3	100.00	21.43	8.71	1.64	1514
IND586211AAA -> IND586128AAA | Carting	IND586211AAA	IND586128AAA	Carting	15	3	14	3	93.33	20.00	7.33	1.93	1515
IND480001AAA -> IND481661AAA | FTL	IND480001AAA	IND481661AAA	FTL	16	2	14	3	87.50	18.75	10.5	1.78	1516
IND131028AAB -> IND248001AAA | FTL	IND131028AAB	IND248001AAA	FTL	18	2	14	3	77.78	16.67	16.33	1.45	1517
IND562132AAA -> IND000000ACS | Carting	IND562132AAA	IND000000ACS	Carting	18	6	14	3	77.78	16.67	6.89	1.53	1518
IND571430AAA -> IND571124AAA | FTL	IND571430AAA	IND571124AAA	FTL	19	10	14	3	73.68	15.79	8.63	1.93	1519
IND262001AAA -> IND262122AAB | Carting	IND262001AAA	IND262122AAB	Carting	19	6	14	3	73.68	15.79	5.95	1.48	1520
IND411033AAA -> IND410505AAB | Carting	IND411033AAA	IND410505AAB	Carting	14	7	14	2	100.00	14.29	11	1.89	1521
IND000000ACB -> IND110052AAA | Carting	IND000000ACB	IND110052AAA	Carting	14	2	14	2	100.00	14.29	4.79	1.89	1522
IND303702AAB -> IND332404AAA | FTL	IND303702AAB	IND332404AAA	FTL	16	8	14	2	87.50	12.50	6.81	1.75	1523
IND335804AAD -> IND335703AAA | Carting	IND335804AAD	IND335703AAA	Carting	28	9	14	3	50.00	10.71	2.18	1.31	1524
IND344001AAA -> IND345021AAA | FTL	IND344001AAA	IND345021AAA	FTL	21	3	14	2	66.67	9.52	4.29	1.22	1525
IND534001AAA -> IND521333AAA | FTL	IND534001AAA	IND521333AAA	FTL	14	14	14	1	100.00	7.14	23.07	1.9	1526
IND680307AAA -> IND680712AAA | Carting	IND680307AAA	IND680712AAA	Carting	14	7	14	1	100.00	7.14	6.5	1.78	1527
IND638401AAA -> IND638452AAA | Carting	IND638401AAA	IND638452AAA	Carting	28	12	14	2	50.00	7.14	1.57	1.49	1528
IND501359AAE -> IND505001AAB | FTL	IND501359AAE	IND505001AAB	FTL	16	2	14	1	87.50	6.25	7.31	1.32	1529
IND562132AAA -> IND572101AAA | Carting	IND562132AAA	IND572101AAA	Carting	18	3	14	1	77.78	5.56	3.28	1.36	1530
IND283122AAB -> IND328001AAA | FTL	IND283122AAB	IND328001AAA	FTL	21	7	14	1	66.67	4.76	2.24	1.17	1531
IND626607AAB -> IND625008AAA | FTL	IND626607AAB	IND625008AAA	FTL	15	7	14	0	93.33	0.00	10.4	1.4	1532
IND625531AAA -> IND625516AAA | FTL	IND625531AAA	IND625516AAA	FTL	14	7	14	0	100.00	0.00	6.43	1.29	1533
IND623704AAA -> IND626607AAB | FTL	IND623704AAA	IND626607AAB	FTL	14	7	14	0	100.00	0.00	6.36	1.25	1534
IND363641AAA -> IND363621AAB | Carting	IND363641AAA	IND363621AAB	Carting	18	6	14	0	77.78	0.00	4.11	1.28	1535
IND623526AAA -> IND623704AAA | FTL	IND623526AAA	IND623704AAA	FTL	32	8	14	0	43.75	0.00	3.31	1.03	1536
IND796009AAA -> IND796321AAB | FTL	IND796009AAA	IND796321AAB	FTL	13	4	13	13	100.00	100.00	166.15	6.57	1537
IND713128AAB -> IND731204AAB | FTL	IND713128AAB	IND731204AAB	FTL	13	13	13	13	100.00	100.00	39.85	3.2	1538
IND211002AAB -> IND211011AAA | Carting	IND211002AAB	IND211011AAA	Carting	13	13	13	13	100.00	100.00	25	4.8	1539
IND843329AAB -> IND843301AAA | FTL	IND843329AAB	IND843301AAA	FTL	13	13	13	12	100.00	92.31	39.08	3.05	1540
IND400037AAA -> IND400072AAJ | Carting	IND400037AAA	IND400072AAJ	Carting	13	13	13	12	100.00	92.31	28.92	3.17	1541
IND577101AAA -> IND577132AAD | FTL	IND577101AAA	IND577132AAD	FTL	13	7	13	10	100.00	76.92	13	2.68	1542
IND000000AFT -> IND410210AAA | Carting	IND000000AFT	IND410210AAA	Carting	15	13	13	11	86.67	73.33	28.07	2.89	1543
IND731204AAB -> IND731301AAA | FTL	IND731204AAB	IND731301AAA	FTL	13	13	13	8	100.00	61.54	27.77	2.3	1544
IND411033AAA -> IND410503AAA | Carting	IND411033AAA	IND410503AAA	Carting	13	3	13	7	100.00	53.85	19.85	3.14	1545
IND331304AAA -> IND332001AAB | FTL	IND331304AAA	IND332001AAB	FTL	14	4	13	7	92.86	50.00	97.71	3.7	1546
IND533106AAA -> IND534260AAC | FTL	IND533106AAA	IND534260AAC	FTL	15	5	13	7	86.67	46.67	39.13	2.99	1547
IND144040AAA -> IND144001AAB | FTL	IND144040AAA	IND144001AAB	FTL	15	10	13	7	86.67	46.67	13.93	2.05	1548
IND232101AAB -> IND232104AAB | Carting	IND232101AAB	IND232104AAB	Carting	13	7	13	6	100.00	46.15	12.92	4.14	1549
IND415301AAB -> IND413307AAB | Carting	IND415301AAB	IND413307AAB	Carting	14	4	13	6	92.86	42.86	7.79	2.48	1550
IND575014AAA -> IND403726AAA | FTL	IND575014AAA	IND403726AAA	FTL	13	1	13	5	100.00	38.46	17	1.9	1551
IND742226AAA -> IND742101AAC | Carting	IND742226AAA	IND742101AAC	Carting	16	6	13	6	81.25	37.50	15.69	2.2	1552
IND181152AAB -> IND160002AAC | FTL	IND181152AAB	IND160002AAC	FTL	14	1	13	4	92.86	28.57	19.07	1.79	1553
IND122001AAD -> IND122050AAA | Carting	IND122001AAD	IND122050AAA	Carting	14	10	13	4	92.86	28.57	15.57	1.97	1554
IND627005AAA -> IND627811AAA | FTL	IND627005AAA	IND627811AAA	FTL	30	10	13	7	43.33	23.33	7	1.65	1555
IND759122AAC -> IND767017AAA | Carting	IND759122AAC	IND767017AAA	Carting	14	1	13	3	92.86	21.43	8.36	1.9	1556
IND201301AAF -> IND201304AAA | Carting	IND201301AAF	IND201304AAA	Carting	13	12	13	2	100.00	15.38	15.77	2.91	1557
IND632402AAA -> IND631102AAA | FTL	IND632402AAA	IND631102AAA	FTL	16	11	13	2	81.25	12.50	10.44	2.02	1558
IND209101AAA -> IND209111AAA | FTL	IND209101AAA	IND209111AAA	FTL	26	17	13	2	50.00	7.69	5.54	1.12	1559
IND303106AAA -> IND303002AAA | FTL	IND303106AAA	IND303002AAA	FTL	14	9	13	1	92.86	7.14	7.79	1.68	1560
IND530012AAA -> IND533106AAA | FTL	IND530012AAA	IND533106AAA	FTL	16	2	13	1	81.25	6.25	8.06	1.42	1561
IND600056AAB -> IND635802AAB | FTL	IND600056AAB	IND635802AAB	FTL	19	3	13	1	68.42	5.26	6.26	1.3	1562
IND151001AAA -> IND148101AAA | FTL	IND151001AAA	IND148101AAA	FTL	24	8	13	1	54.17	4.17	5.21	1.21	1563
IND207001AAA -> IND207302AAA | Carting	IND207001AAA	IND207302AAA	Carting	23	6	13	0	56.52	0.00	2.7	1.16	1564
IND416510AAA -> IND416602AAC | FTL	IND416510AAA	IND416602AAC	FTL	12	6	12	12	100.00	100.00	35.08	2.81	1565
IND421302AAF -> IND421302AAR | Carting	IND421302AAF	IND421302AAR	Carting	12	12	12	12	100.00	100.00	17.83	2.98	1566
IND208017AAA -> IND209304AAA | Carting	IND208017AAA	IND209304AAA	Carting	13	6	12	11	92.31	84.62	99.38	9.66	1567
IND828111AAA -> IND826004AAA | Carting	IND828111AAA	IND826004AAA	Carting	12	9	12	10	100.00	83.33	93.5	9.85	1568
IND848210AAA -> IND842001AAA | FTL	IND848210AAA	IND842001AAA	FTL	12	3	12	10	100.00	83.33	53.75	3.89	1569
IND602001AAA -> IND600116AAB | Carting	IND602001AAA	IND600116AAB	Carting	12	3	12	9	100.00	75.00	24.83	18.84	1570
IND311301AAA -> IND305624AAA | FTL	IND311301AAA	IND305624AAA	FTL	12	6	12	8	100.00	66.67	58.58	5.07	1571
IND533106AAA -> IND533242AAA | FTL	IND533106AAA	IND533242AAA	FTL	12	4	12	8	100.00	66.67	49.83	2.64	1572
IND852131AAA -> IND852201AAA | FTL	IND852131AAA	IND852201AAA	FTL	12	8	12	8	100.00	66.67	38.08	4.48	1573
IND205135AAA -> IND283203AAA | FTL	IND205135AAA	IND283203AAA	FTL	12	12	12	8	100.00	66.67	26.08	2.41	1574
IND488001AAA -> IND471001AAA | FTL	IND488001AAA	IND471001AAA	FTL	12	4	12	8	100.00	66.67	18.5	2.23	1575
IND413709AAA -> IND423701AAB | Carting	IND413709AAA	IND423701AAB	Carting	12	3	12	8	100.00	66.67	11.92	2.2	1576
IND174021AAA -> IND176048AAA | FTL	IND174021AAA	IND176048AAA	FTL	12	12	12	7	100.00	58.33	29.75	2.09	1577
IND845455AAB -> IND845418AAB | FTL	IND845455AAB	IND845418AAB	FTL	12	3	12	7	100.00	58.33	26.33	2.23	1578
IND305802AAA -> IND341512AAA | FTL	IND305802AAA	IND341512AAA	FTL	12	6	12	7	100.00	58.33	20.08	2.2	1579
IND700053AAA -> IND743513AAA | Carting	IND700053AAA	IND743513AAA	Carting	12	4	12	7	100.00	58.33	19.25	3.23	1580
IND533106AAA -> IND533262AAA | FTL	IND533106AAA	IND533262AAA	FTL	12	6	12	6	100.00	50.00	39.5	2.72	1581
IND586101AAA -> IND416404AAA | FTL	IND586101AAA	IND416404AAA	FTL	12	4	12	6	100.00	50.00	25.08	3.46	1582
IND641062AAD -> IND643217AAA | Carting	IND641062AAD	IND643217AAA	Carting	12	2	12	6	100.00	50.00	16.58	2.53	1583
IND282001AAC -> IND000000ACB | FTL	IND282001AAC	IND000000ACB	FTL	16	2	12	8	75.00	50.00	14.75	2.17	1584
IND223101AAB -> IND222125AAB | FTL	IND223101AAB	IND222125AAB	FTL	13	7	12	6	92.31	46.15	14.15	2.12	1585
IND243201AAA -> IND262001AAA | Carting	IND243201AAA	IND262001AAA	Carting	13	4	12	6	92.31	46.15	14.15	2.07	1585
IND733129AAB -> IND733129AAA | Carting	IND733129AAB	IND733129AAA	Carting	13	5	12	6	92.31	46.15	7.85	1.91	1586
IND802212AAA -> IND821115AAB | FTL	IND802212AAA	IND821115AAB	FTL	14	7	12	6	85.71	42.86	405.79	54.68	1587
IND160002AAC -> IND147105AAA | FTL	IND160002AAC	IND147105AAA	FTL	12	3	12	5	100.00	41.67	26.75	2.25	1588
